ID,Date,Venue,T1,T2,T1_Mat,T1_BowlsFace,T1_OversBowl,T1_RunsScored,T1_4s,T1_6s,T1_RunsConceded,T1_WktsTaken,T1_W/L,T1_WktsLost,T2_Mat,T2_BowlsFace,T2_OversBowl,T2_RunsScored,T2_4s,T2_6s,T2_RunsConceded,T2_WktsTaken,T2_W/L,T2_WktsLost,Winner
1,9-Jan-11,Durban,South Africa,India,34,3835,655.3,4541,385,157,4763,217,1.833,204,22,2574,428.2,3297,277,132,3421,118,1,136,T2
2,12-Jan-11,Adelaide,Australia,England,36,3956,674.1,5283,440,208,4978,235,1.4,219,30,3483,546.4,4390,418,120,4207,177,1.142,188,T2
3,14-Jan-11,Melbourne,Australia,England,37,4076,694.1,5436,454,212,5131,244,1.312,223,31,3603,566.4,4541,435,124,4362,181,1.214,197,T1
4,21-Apr-11,Gros Islet,Pakistan,West Indies,38,4464,717.1,5313,445,177,5151,235,1.235,255,24,2525,445.4,3002,276,99,3603,128,0.714,153,T2
5,4-Jun-11,Port of Spain,India,West Indies,23,2694,448.2,3461,293,137,3561,126,1.09,142,25,2646,465.4,3146,289,105,3745,136,0.785,160,T1
6,25-Jun-11,Bristol,England,Sri Lanka,32,3725,586.4,4674,442,125,4507,188,1.133,203,29,3304,549.4,3882,380,93,4100,167,1.071,183,T2
7,6-Aug-11,Pallekele,Australia,Sri Lanka,38,4196,714.1,5580,463,217,5272,250,1.375,230,30,3408,569.4,4005,394,94,4233,174,1.142,184,T2
8,8-Aug-11,Pallekele,Australia,Sri Lanka,39,4316,734.1,5737,475,223,5463,253,1.294,238,31,3528,589.4,4190,418,99,4395,181,1.214,187,T2
9,31-Aug-11,Manchester,India,England,24,2816,468.2,3607,303,143,3700,131,1.181,148,33,3846,604,4803,450,130,4641,189,1.062,212,T2
10,23-Sep-11,The Oval,England,West Indies,34,3963,623.4,4959,469,132,4799,198,1.125,216,26,2766,485.4,3282,301,110,3903,142,0.733,165,T1
11,25-Sep-11,The Oval,England,West Indies,35,4060,643.2,5079,480,135,4924,206,1.187,216,27,2884,501,3404,310,115,4031,142,0.687,175,T2
12,11-Oct-11,Mirpur,West Indies,Bangladesh,28,3004,517.4,3514,317,117,4116,148,0.75,180,13,1454,230.5,1507,130,46,1897,57,0.083,111,T2
13,13-Oct-11,Cape Town,South Africa,Australia,35,3955,675.3,4678,394,164,4930,222,1.692,213,40,4437,754.1,5878,485,231,5618,262,1.222,247,T2
14,16-Oct-11,Johannesburg,South Africa,Australia,36,4075,695,4813,407,168,5072,226,1.571,220,41,4555,774.1,6017,497,235,5758,268,1.277,252,T1
15,29-Oct-11,Eden Gardens,England,India,36,4160,663.2,5163,488,136,5036,211,1.117,226,25,2934,487.5,3762,317,149,3862,135,1.083,158,T1
16,25-Nov-11,Abu Dhabi,Sri Lanka,Pakistan,32,3649,609.4,4337,435,101,4538,189,1.285,196,39,4590,737.1,5448,457,178,5300,241,1.166,264,T2
17,29-Nov-11,Mirpur,Pakistan,Bangladesh,40,4707,756.4,5585,468,181,5438,249,1.222,269,14,1574,250.5,1636,140,49,2023,65,0.166,118,T1
18,1-Feb-12,Sydney,Australia,India,42,4675,793.2,6157,505,243,5904,275,1.21,260,26,3054,506.3,3880,328,152,3979,139,1,167,T1
19,3-Feb-12,Melbourne,Australia,India,43,4795,813.2,6325,514,252,6041,281,1.263,264,27,3175,526.3,4010,336,156,4149,143,0.928,173,T2
20,17-Feb-12,Wellington,South Africa,New Zealand,37,4190,715,4953,420,173,5218,233,1.642,227,36,4134,678.5,4696,380,168,5105,212,0.714,264,T2
21,19-Feb-12,Hamilton,South Africa,New Zealand,38,4310,734.2,5093,428,180,5363,236,1.533,233,37,4252,698.5,4837,390,172,5245,217,0.761,268,T1
22,22-Feb-12,Auckland,South Africa,New Zealand,39,4406,754.2,5255,438,193,5532,239,1.6,235,38,4372,714.5,5001,405,181,5417,219,0.727,272,T1
23,23-Feb-12,Dubai (DSC),Pakistan,England,41,4828,776.4,5706,479,183,5517,256,1.277,276,37,4272,683.2,5276,497,140,5155,219,1.176,230,T1
24,25-Feb-12,Dubai (DSC),Pakistan,England,42,4948,796.4,5838,491,186,5648,262,1.333,282,38,4392,703.2,5403,506,142,5288,224,1.111,236,T2
25,27-Feb-12,Abu Dhabi,Pakistan,England,43,5059,816.4,5945,500,191,5793,268,1.263,292,39,4512,721.4,5545,520,145,5400,233,1.166,243,T2
26,27-Mar-12,Gros Islet,Australia,West Indies,44,4913,833,6452,527,254,6176,283,1.2,274,29,3124,537.3,3636,324,123,4250,155,0.705,188,T1
27,30-Mar-12,Johannesburg,South Africa,India,40,4526,774.2,5417,451,200,5689,246,1.666,242,28,3293,546.1,4141,347,157,4280,149,1,175,T1
28,30-Mar-12,Bridgetown,Australia,West Indies,45,5023,853,6601,538,262,6325,289,1.25,276,30,3244,555.4,3783,338,128,4402,157,0.666,195,T2
29,1-Jun-12,Hambantota,Sri Lanka,Pakistan,33,3766,629.1,4462,447,101,4680,194,1.2,206,44,5179,836.4,6057,507,192,5921,273,1.2,298,T1
30,3-Jun-12,Hambantota,Sri Lanka,Pakistan,34,3886,646.5,4586,459,103,4773,203,1.266,213,45,5285,856.4,6133,513,193,6049,279,1.142,308,T2
31,24-Jun-12,Nottingham,England,West Indies,40,4632,741.4,5666,528,148,5517,237,1.222,249,31,3363,575.4,3932,352,133,4548,165,0.722,205,T1
32,30-Jun-12,Lauderhill,New Zealand,West Indies,39,4493,734.5,5145,419,186,5581,225,0.695,279,32,3483,595.2,4091,361,143,4719,168,0.684,209,T2
33,1-Jul-12,Lauderhill,West Indies,New Zealand,33,3606,613.5,4280,377,155,4864,174,0.736,211,40,4604,754.5,5284,431,191,5786,227,0.666,287,T1
34,7-Aug-12,Pallekele,Sri Lanka,India,35,4002,666.5,4674,468,104,4892,208,1.187,223,29,3340,566.1,4208,355,158,4498,153,0.933,175,T2
35,5-Sep-12,Dubai (DSC),Australia,Pakistan,46,5143,872.4,6745,547,270,6484,298,1.19,285,46,5405,876,6250,525,194,6146,289,1.19,314,T2
36,8-Sep-12,Chester-le-Street,South Africa,England,41,4646,782.1,5633,473,209,5757,246,1.733,246,41,4752,761.4,5829,538,153,5684,241,1.277,252,T1
37,10-Sep-12,Dubai (DSC),Pakistan,Australia,47,5494,895.3,6339,536,195,6229,299,1.238,317,47,5260,887.3,6825,550,270,6574,301,1.136,295,T2
38,11-Sep-12,Chennai,India,New Zealand,30,3460,584.1,4353,372,161,4612,162,1,178,41,4716,774.5,5396,435,196,5962,232,0.64,297,T2
39,12-Sep-12,Birmingham,South Africa,England,42,4760,802.1,5750,488,209,5870,252,1.8,249,42,4872,780.4,5942,549,154,5802,244,1.21,259,T2
40,19-Sep-12,Colombo (RPS),New Zealand,Bangladesh,42,4836,794.5,5560,452,200,6125,236,0.68,302,15,1694,270.5,1710,143,50,2155,71,0.153,127,T1
41,21-Sep-12,Pallekele,South Africa,Sri Lanka,43,4826,813.1,5832,495,211,5986,257,1.687,254,36,4110,686.5,4781,480,104,5040,211,1.117,233,T1
42,22-Sep-12,Hambantota,Australia,West Indies,48,5380,906.4,6983,556,282,6644,310,1.181,302,34,3727,632.3,4452,386,168,4978,183,0.789,216,T1
43,22-Sep-12,Colombo (RPS),Pakistan,New Zealand,48,5609,915.3,6405,541,196,6391,306,1.181,327,43,4956,814.5,5743,467,209,6254,244,0.72,305,T1
44,23-Sep-12,Pallekele,England,India,44,5063,809,6229,574,168,5967,258,1.315,269,32,3700,623.4,4656,401,169,4912,176,1,187,T2
45,23-Sep-12,Colombo (RPS),Pakistan,Bangladesh,49,5729,935.3,6576,556,203,6550,313,1.227,333,16,1814,290.5,1835,156,53,2344,74,0.142,135,T1
46,25-Sep-12,Pallekele,England,West Indies,45,5151,829,6308,582,171,6133,262,1.25,279,35,3848,641.4,4630,401,179,5078,184,0.75,224,T2
47,27-Sep-12,Pallekele,South Africa,Pakistan,44,4868,820.1,5907,500,214,6031,261,1.75,258,50,5841,955.3,6744,577,208,6723,318,1.272,335,T2
48,28-Sep-12,Colombo (RPS),Australia,India,49,5437,926.4,7080,564,288,6825,318,1.227,303,33,3820,638.2,4814,419,170,4992,185,1.062,191,T1
49,28-Sep-12,Colombo (RPS),England,New Zealand,46,5271,849,6466,593,178,6304,267,1.19,283,44,5076,834.5,5897,484,213,6429,250,0.692,314,T1
50,29-Sep-12,Pallekele,Sri Lanka,West Indies,37,4152,693.5,4824,484,104,5117,215,1.055,238,36,3968,661.4,4800,421,186,5240,188,0.8,229,T1
51,29-Sep-12,Pallekele,South Africa,Australia,45,4988,839.5,6036,509,218,6159,269,1.647,264,50,5526,946.4,7219,573,298,6961,324,1.272,304,T2
52,30-Sep-12,Colombo (RPS),Pakistan,India,51,5960,975.3,6868,590,213,6854,324,1.318,343,34,3940,653.1,4944,434,172,5133,186,1,198,T2
53,1-Oct-12,Pallekele,England,Sri Lanka,47,5384,869,6608,603,184,6442,272,1.238,287,38,4244,713.5,4941,502,105,5242,220,1.111,239,T2
54,2-Oct-12,Colombo (RPS),Australia,Pakistan,51,5632,966.4,7360,586,303,7106,329,1.318,306,52,6079,992.3,6984,600,215,6983,326,1.26,353,T2
55,2-Oct-12,Colombo (RPS),South Africa,India,46,5108,857.3,6173,523,220,6305,271,1.555,269,35,4043,672.5,5070,448,174,5260,195,1.058,200,T2
56,4-Oct-12,Colombo (RPS),Pakistan,Sri Lanka,53,6199,1012.3,7128,611,219,7099,333,1.304,359,39,4364,733.5,5098,515,112,5387,229,1.166,245,T2
57,5-Oct-12,Colombo (RPS),Australia,West Indies,52,5752,986.4,7475,594,306,7253,335,1.26,313,37,4088,677,4925,431,191,5367,189,0.761,234,T2
58,7-Oct-12,Colombo (RPS),Sri Lanka,West Indies,40,4485,753.5,5229,532,112,5508,236,1.222,249,38,4208,693.4,5111,444,205,5495,199,0.809,238,T2
59,10-Dec-12,Mirpur,West Indies,Bangladesh,39,4328,712.2,5243,450,212,5594,207,0.857,244,17,1935,309.3,1999,178,56,2519,76,0.133,141,T1
60,20-Dec-12,Pune,England,India,48,5505,889,6749,617,188,6605,278,1.181,296,36,4164,692.4,5211,461,177,5408,205,1.117,206,T2
61,21-Dec-12,Durban,South Africa,New Zealand,47,5228,877.3,6320,534,225,6447,276,1.473,279,45,5197,853.4,6030,495,217,6575,254,0.666,320,T1
62,22-Dec-12,Wankhede,India,England,37,4271,712.4,5355,471,183,5563,211,1.176,211,49,5625,906.5,6903,628,195,6759,282,1.13,302,T2
63,23-Dec-12,East London,South Africa,New Zealand,48,5301,895.5,6406,548,226,6532,286,1.526,281,46,5307,865.5,6113,508,217,6662,256,0.642,330,T2
64,25-Dec-12,Bengaluru,Pakistan,India,54,6319,1032.3,7240,622,220,7235,337,1.25,366,38,4393,732.4,5515,486,187,5735,215,1.111,219,T1
65,26-Dec-12,Gqeberha,South Africa,New Zealand,49,5416,914.5,6567,566,230,6692,288,1.45,286,47,5422,884.5,6264,523,223,6825,261,0.678,332,T1
66,28-Dec-12,Ahmedabad,Pakistan,India,55,6438,1052.3,7369,632,225,7366,344,1.291,371,39,4513,752.2,5643,495,190,5868,220,1.052,228,T2
67,26-Jan-13,Sydney,Australia,Sri Lanka,53,5852,1006.4,7601,606,310,7447,339,1.208,323,41,4598,773.5,5327,539,113,5643,242,1.157,259,T2
68,28-Jan-13,Melbourne,Sri Lanka,Australia,42,4711,793.5,5463,547,118,5777,244,1.21,264,54,5972,1025.3,7734,611,314,7584,344,1.16,326,T1
69,9-Feb-13,Auckland,England,New Zealand,50,5745,926.5,7073,645,201,6930,289,1.173,306,48,5542,904.5,6406,540,226,7000,267,0.655,341,T1
70,12-Feb-13,Hamilton,England,New Zealand,51,5866,946.5,7280,661,216,7096,298,1.217,313,49,5663,924.5,6564,551,234,7214,274,0.633,350,T2
71,13-Feb-13,Brisbane,Australia,West Indies,55,6063,1045.3,7848,621,316,7736,348,1.115,329,40,4448,732.2,5432,464,226,5770,208,0.904,248,T2
72,15-Feb-13,Wellington,England,New Zealand,52,5983,966.5,7411,681,218,7284,304,1.166,323,50,5783,944.2,6746,564,244,7348,283,0.666,356,T1
73,3-Mar-13,Centurion,South Africa,Pakistan,50,5536,934.5,6736,580,236,6837,296,1.5,292,56,6558,1072.3,7544,649,232,7553,348,1.24,378,T2
74,31-Mar-13,Pallekele,Sri Lanka,Bangladesh,43,4831,808.5,5610,562,122,5893,247,1.263,268,18,2056,329.3,2173,194,63,2715,80,0.125,142,T1
75,25-Jun-13,The Oval,England,New Zealand,53,6059,986.5,7544,691,227,7418,312,1.208,323,51,5903,957,6880,574,247,7486,283,0.645,364,T2
76,27-Jul-13,Kingstown,Pakistan,West Indies,57,6678,1084.5,7728,671,238,7652,358,1.28,385,41,4568,752.2,5617,481,231,5931,214,0.952,254,T1
77,28-Jul-13,Kingstown,Pakistan,West Indies,58,6798,1104.5,7875,689,242,7799,364,1.32,393,42,4688,772.2,5758,494,238,6087,220,0.909,261,T1
78,2-Aug-13,Colombo (RPS),South Africa,Sri Lanka,51,5610,954.5,6831,587,241,7026,302,1.428,302,44,4951,828.5,5782,573,131,6071,253,1.315,273,T1
79,4-Aug-13,Hambantota,South Africa,Sri Lanka,52,5730,974.5,6939,594,243,7128,311,1.476,308,45,5072,848.5,5878,586,131,6181,259,1.25,282,T1
80,6-Aug-13,Hambantota,South Africa,Sri Lanka,53,5850,994.5,7075,603,246,7250,318,1.523,314,46,5192,868.5,5998,597,132,6324,264,1.19,289,T2
81,29-Aug-13,Southampton,England,Australia,54,6180,1006.5,7727,708,234,7613,316,1.16,328,56,6183,1065.3,8006,626,324,7923,353,1.074,337,T2
82,31-Aug-13,Chester-le-Street,England,Australia,55,6302,1026.5,7927,732,239,7859,322,1.115,334,57,6303,1085.3,8250,645,342,8131,359,1.111,343,T1
83,10-Oct-13,Rajkot,India,Australia,40,4634,772.2,5829,515,197,6047,227,1.105,233,58,6424,1105.3,8406,656,350,8321,364,1.071,352,T1
84,6-Nov-13,Mirpur,New Zealand,Bangladesh,52,6023,977,7064,590,255,7674,287,0.677,368,19,2176,349.3,2346,210,68,2906,84,0.117,149,T1
85,13-Nov-13,Dubai (DSC),South Africa,Pakistan,54,5970,1013,7228,619,251,7413,322,1.454,317,59,6918,1124.5,8001,699,245,7922,372,1.36,400,T1
86,15-Nov-13,Dubai (DSC),South Africa,Pakistan,55,6057,1033,7326,628,254,7510,330,1.5,318,60,7038,1139.2,8093,706,246,8020,373,1.307,409,T1
87,20-Nov-13,Johannesburg,South Africa,Pakistan,56,6177,1053,7471,639,259,7650,339,1.545,323,61,7159,1159.2,8225,717,248,8168,378,1.259,418,T1
88,21-Nov-13,Pallekele,Sri Lanka,New Zealand,47,5302,888.5,6159,619,135,6486,267,1.238,293,53,6143,997,7259,608,264,7860,295,0.709,373,T1
89,22-Nov-13,Cape Town,South Africa,Pakistan,57,6298,1062.1,7615,659,260,7703,341,1.59,330,62,7214,1179.2,8272,724,248,8315,384,1.214,420,T2
90,11-Dec-13,Dubai (DSC),Sri Lanka,Pakistan,48,5409,908.5,6298,634,137,6626,273,1.285,295,64,7456,1219.2,8569,749,260,8605,396,1.285,428,T2
91,13-Dec-13,Dubai (DSC),Pakistan,Sri Lanka,65,7572,1239.2,8714,760,265,8750,401,1.321,435,49,5529,928,6438,645,140,6772,279,1.227,300,T2
92,11-Jan-14,Auckland,West Indies,New Zealand,43,4809,792.2,5878,503,244,6216,227,0.869,270,54,6263,1014.5,7399,621,266,8000,297,0.687,380,T2
93,15-Jan-14,Wellington,West Indies,New Zealand,44,4929,812.2,5977,510,246,6400,232,0.833,278,55,6384,1034.5,7581,633,277,8106,305,0.718,385,T2
94,29-Jan-14,Hobart,England,Australia,56,6423,1046.5,8116,752,245,8023,330,1.153,339,59,6544,1125.1,8601,680,357,8519,368,1.034,359,T2
95,31-Jan-14,Melbourne,England,Australia,57,6543,1066.5,8306,769,256,8235,334,1.111,348,60,6666,1145.1,8801,696,368,8716,376,1.068,363,T2
96,2-Feb-14,Sydney,Australia,England,61,6755,1165.1,8931,714,371,8842,383,1.103,365,58,6663,1081.4,8428,784,256,8366,336,1.071,357,T1
97,12-Feb-14,Chattogram,Sri Lanka,Bangladesh,50,5650,947.2,6635,664,148,6956,289,1.272,303,20,2296,369.3,2531,228,76,3108,89,0.111,158,T1
98,14-Feb-14,Chattogram,Sri Lanka,Bangladesh,51,5770,967.2,6793,675,152,7117,295,1.318,310,21,2417,389.3,2690,248,78,3269,95,0.105,165,T1
99,9-Mar-14,Bridgetown,England,West Indies,59,6767,1101.4,8531,794,259,8559,342,1.034,367,45,5049,831.2,6130,523,252,6560,238,0.8,283,T2
100,11-Mar-14,Bridgetown,England,West Indies,60,6887,1121.4,8671,811,261,8726,345,1,376,46,5170,851.2,6296,545,257,6700,245,0.84,286,T2
101,12-Mar-14,Durban,South Africa,Australia,58,6419,1082.1,7777,674,263,7877,345,1.521,334,62,6875,1182.3,9120,726,384,8947,392,1.137,371,T2
102,13-Mar-14,Bridgetown,England,West Indies,61,7007,1140.3,8818,820,267,8881,350,0.967,383,47,5283,871.2,6449,555,268,6848,252,0.88,291,T1
103,14-Mar-14,Centurion,South Africa,Australia,59,6461,1088.5,7849,679,269,7956,349,1.458,335,63,6916,1189.3,9195,733,388,9025,393,1.172,376,T2
104,21-Mar-14,Mirpur,Pakistan,India,66,7691,1259.2,8885,777,272,8960,403,1.275,445,41,4752,792.2,6018,534,205,6248,234,1.157,237,T2
105,22-Mar-14,Chattogram,South Africa,Sri Lanka,60,6582,1103.5,7970,685,275,8085,353,1.4,342,52,5891,987.1,6912,683,154,7233,304,1.363,317,T2
106,22-Mar-14,Chattogram,England,New Zealand,62,7127,1160.3,8976,834,275,9036,356,1,389,56,6498,1054.5,7737,647,283,8263,309,0.75,391,T2
107,23-Mar-14,Mirpur,Pakistan,Australia,67,7811,1277.5,9010,788,274,9091,406,1.233,452,64,7006,1209.3,9323,745,392,9150,400,1.206,380,T1
108,23-Mar-14,Mirpur,India,West Indies,42,4863,812.2,6144,548,209,6376,239,1.21,240,48,5403,891.2,6601,574,272,7013,257,0.846,298,T1
109,24-Mar-14,Chattogram,South Africa,New Zealand,61,6702,1123.5,8125,698,281,8247,360,1.346,350,57,6530,1074.5,7788,654,285,8431,315,0.781,392,T1
110,25-Mar-14,Mirpur,West Indies,Bangladesh,49,5524,911,6716,583,278,7143,260,0.814,305,23,2608,426.4,2878,268,83,3456,109,0.15,176,T1
111,27-Mar-14,Chattogram,Sri Lanka,England,53,6011,1007.1,7067,697,158,7390,310,1.409,324,63,7247,1165.5,9138,851,280,9087,357,0.968,395,T2
112,28-Mar-14,Mirpur,Australia,West Indies,65,7127,1229.3,9490,761,400,9334,405,1.166,390,50,5645,930.1,6868,600,283,7240,270,0.851,312,T2
113,28-Mar-14,Mirpur,India,Bangladesh,43,4982,832.2,6271,559,212,6504,245,1.263,243,24,2723,446.4,2972,278,84,3616,115,0.142,186,T1
114,29-Mar-14,Chattogram,South Africa,England,62,6822,1143.5,8294,714,285,8413,367,1.384,356,64,7364,1185.5,9324,871,288,9274,361,1,399,T1
115,30-Mar-14,Mirpur,Pakistan,Bangladesh,68,7932,1297.5,9184,807,279,9263,415,1.266,457,25,2843,465.1,3102,294,88,3757,117,0.136,193,T1
116,30-Mar-14,Mirpur,India,Australia,44,5094,852.2,6407,568,216,6636,252,1.315,245,66,7249,1249.1,9653,776,407,9505,409,1.129,398,T1
117,31-Mar-14,Chattogram,Sri Lanka,New Zealand,54,6133,1026.3,7248,714,165,7580,314,1.347,328,58,6650,1094.5,7950,670,290,8601,321,0.757,400,T1
118,1-Apr-14,Mirpur,Australia,Bangladesh,67,7347,1269.1,9735,779,412,9658,415,1.093,408,26,2963,485.1,3237,306,92,3944,122,0.13,200,T1
119,1-Apr-14,Mirpur,Pakistan,West Indies,69,8053,1317.5,9361,822,286,9400,422,1.3,462,51,5763,950.1,7037,618,290,7416,278,0.888,316,T2
120,3-Apr-14,Mirpur,Sri Lanka,West Indies,55,6250,1042,7361,727,167,7640,321,1.391,338,52,5883,968,7194,631,299,7498,288,0.925,322,T1
121,4-Apr-14,Mirpur,South Africa,India,63,6943,1163.5,8475,733,291,8602,374,1.423,361,45,5215,868.4,6549,579,222,6719,261,1.368,252,T2
122,6-Apr-14,Mirpur,Sri Lanka,India,56,6370,1055.5,7517,737,174,7719,325,1.434,344,46,5330,888.4,6716,595,227,6887,265,1.421,256,T1
123,20-May-14,The Oval,Sri Lanka,England,57,6477,1075.5,7646,753,178,7845,328,1.478,348,65,7485,1205.5,9503,888,295,9464,365,0.969,406,T1
124,5-Jul-14,Roseau,West Indies,New Zealand,53,5966,988,7266,636,301,7656,292,0.892,326,59,6743,1114.1,8008,677,290,8718,331,0.735,409,T2
125,6-Jul-14,Roseau,West Indies,New Zealand,54,6075,1003,7385,639,309,7772,296,0.862,334,60,6833,1132.1,8121,685,295,8847,338,0.764,413,T1
126,7-Sep-14,Birmingham,India,England,47,5450,906.3,6840,603,231,7019,269,1.35,260,66,7605,1225.5,9660,906,298,9645,371,0.941,413,T2
127,5-Oct-14,Dubai (DSC),Pakistan,Australia,70,8160,1337.5,9441,824,290,9562,426,1.258,472,68,7452,1289.1,9888,795,420,9805,420,1.125,411,T2
128,5-Nov-14,Adelaide,South Africa,Australia,64,7064,1183,8639,747,297,8778,378,1.37,365,69,7537,1309.1,9979,804,423,9894,429,1.156,415,T1
129,7-Nov-14,Melbourne,South Africa,Australia,65,7178,1203,8778,759,301,8920,384,1.407,368,70,7658,1328.1,10117,810,427,10037,432,1.121,421,T2
130,9-Nov-14,Sydney,South Africa,Australia,66,7298,1215.4,8878,768,302,9022,387,1.357,375,71,7735,1348.1,10215,826,427,10138,439,1.151,424,T2
131,4-Dec-14,Dubai (DSC),Pakistan,New Zealand,71,8280,1351.5,9517,828,290,9655,430,1.218,481,61,6948,1152.1,8244,695,298,9012,344,0.742,423,T1
132,5-Dec-14,Dubai (DSC),Pakistan,New Zealand,72,8395,1371.5,9653,842,293,9787,437,1.25,484,62,7069,1171.2,8371,703,303,9150,345,0.722,430,T2
133,9-Jan-15,Cape Town,South Africa,West Indies,67,7418,1235.3,9020,781,304,9168,395,1.31,381,55,6195,1022.1,7545,653,316,7897,304,0.896,340,T2
134,11-Jan-15,Johannesburg,South Africa,West Indies,68,7538,1254.5,9180,795,308,9331,401,1.266,385,56,6311,1042.1,7707,668,325,8060,308,0.931,346,T2
