ID,Date,Venue,T1,T2,T1_Mat,T1_BowlsFace,T1_OversBowl,T1_RunsScored,T1_4s,T1_6s,T1_RunsConceded,T1_WktsTaken,T1_W/L,T1_WktsLost,T2_Mat,T2_BowlsFace,T2_OversBowl,T2_RunsScored,T2_4s,T2_6s,T2_RunsConceded,T2_WktsTaken,T2_W/L,T2_WktsLost,Winner
135,14-Jan-15,Durban,South Africa,West Indies,69,7660,1274.1,9400,813,320,9563,407,1.225,392,57,6427,1062.1,7932,694,337,8289,313,0.965,352,T1
136,24-Apr-15,Mirpur,Pakistan,Bangladesh,73,8509,1391.5,9769,849,297,9931,444,1.212,494,27,3085,502.4,3375,318,96,4099,125,0.125,205,T2
137,23-Jun-15,Manchester,England,New Zealand,67,7726,1245.5,9836,918,309,9818,375,0.97,420,63,7189,1190.1,8505,715,306,9270,355,0.75,438,T1
138,5-Jul-15,Mirpur,South Africa,Bangladesh,70,7781,1293.1,9584,829,329,9688,417,1.258,395,28,3183,522.4,3516,340,98,4233,129,0.166,208,T1
139,7-Jul-15,Mirpur,South Africa,Bangladesh,71,7902,1312,9727,840,332,9782,426,1.29,399,29,3296,542.4,3608,346,100,4379,133,0.16,218,T1
140,30-Jul-15,Colombo (RPS),Sri Lanka,Pakistan,58,6597,1095.5,7826,775,184,8013,335,1.521,355,74,8629,1408.1,9899,860,300,10073,446,1.176,499,T2
141,1-Aug-15,Colombo (RPS),Sri Lanka,Pakistan,59,6717,1115.5,7967,783,189,8185,340,1.458,362,75,8749,1428.1,10064,873,304,10215,453,1.205,504,T2
142,14-Aug-15,Durban,South Africa,New Zealand,72,8022,1331.2,9882,855,337,9920,436,1.322,403,64,7287,1210.1,8638,729,310,9458,361,0.729,448,T1
143,16-Aug-15,Centurion,South Africa,New Zealand,73,8130,1351.2,10026,871,341,10066,442,1.354,407,65,7407,1228,8783,747,312,9605,365,0.71,456,T2
144,31-Aug-15,Cardiff,Australia,England,72,7854,1368.1,10353,835,433,10281,445,1.181,432,68,7846,1262.1,10017,936,315,9952,384,1,427,T2
145,2-Oct-15,Dharamsala,South Africa,India,74,8250,1371.2,10167,885,344,10242,449,1.312,415,48,5570,926.3,7009,618,237,7196,275,1.285,265,T1
146,5-Oct-15,Cuttack,South Africa,India,75,8368,1391.2,10358,902,353,10439,452,1.343,418,49,5691,946.1,7197,633,248,7391,277,1.227,270,T1
147,9-Nov-15,Pallekele,Sri Lanka,West Indies,60,6837,1135.1,8129,796,196,8358,346,1.4,369,58,6541,1082.1,8050,702,340,8483,316,0.933,362,T1
148,11-Nov-15,Colombo (RPS),Sri Lanka,West Indies,61,6958,1155,8338,818,205,8542,356,1.44,372,59,6660,1102.1,8223,713,353,8696,319,0.903,372,T2
149,26-Nov-15,Dubai (DSC),Pakistan,England,76,8865,1448.1,10232,882,313,10384,459,1.235,513,69,7966,1282.1,10191,947,326,10124,390,1.029,432,T2
150,27-Nov-15,Dubai (DSC),Pakistan,England,77,8985,1468.1,10371,893,318,10542,463,1.2,523,70,8086,1302.1,10347,963,330,10269,399,1.058,437,T2
151,7-Jan-16,Mount Maunganui,Sri Lanka,New Zealand,62,7079,1175,8467,829,207,8698,361,1.384,382,66,7527,1248,8954,766,318,9750,373,0.736,463,T2
152,10-Jan-16,Auckland,Sri Lanka,New Zealand,63,7201,1195,8634,842,213,8880,364,1.333,391,67,7647,1268,9135,781,326,9923,381,0.763,467,T2
153,15-Jan-16,Auckland,Pakistan,New Zealand,78,9107,1488.1,10530,905,325,10713,471,1.166,531,68,7707,1288,9280,791,338,10063,389,0.789,468,T1
154,17-Jan-16,Hamilton,Pakistan,New Zealand,79,9227,1508.1,10697,920,333,10860,480,1.194,539,69,7827,1308,9424,801,345,10233,397,0.769,478,T2
155,22-Jan-16,Wellington,Pakistan,New Zealand,80,9347,1525.5,10854,933,341,11025,480,1.162,546,70,7933,1328,9583,821,349,10397,403,0.794,478,T2
156,26-Jan-16,Adelaide,India,Australia,50,5796,963.2,7278,641,248,7484,281,1.173,280,73,7974,1388.1,10524,852,438,10460,449,1.147,440,T1
157,29-Jan-16,Melbourne,India,Australia,51,5916,982.5,7456,658,253,7633,291,1.217,283,74,8091,1408.1,10665,861,444,10645,452,1.114,450,T1
158,31-Jan-16,Sydney,India,Australia,52,6037,1002.5,7631,675,258,7787,298,1.26,286,75,8211,1428.1,10814,874,448,10822,454,1.083,458,T1
159,9-Feb-16,Pune,India,Sri Lanka,53,6157,1022.5,7823,693,263,7982,303,1.304,289,64,7321,1205,8771,855,217,9027,365,1.285,399,T2
160,12-Feb-16,Ranchi,Sri Lanka,India,65,7429,1223.5,8871,863,221,9125,374,1.321,404,54,6270,1040.5,7913,700,266,8084,308,1.25,299,T2
161,14-Feb-16,Visakhapatnam,India,Sri Lanka,55,6390,1060.5,8099,719,271,8211,317,1.291,305,66,7549,1243.5,8995,869,226,9320,380,1.275,413,T1
162,19-Feb-16,Cape Town,South Africa,England,76,8471,1408.4,10446,909,355,10530,460,1.375,422,71,8206,1322.1,10512,972,339,10436,407,1.088,445,T1
163,21-Feb-16,Johannesburg,South Africa,England,77,8591,1428.4,10575,917,358,10662,468,1.406,429,72,8326,1342.1,10639,985,341,10566,414,1.057,453,T1
164,24-Feb-16,Mirpur,India,Bangladesh,56,6473,1078.5,8180,726,273,8291,326,1.333,306,30,3413,562.4,3739,355,105,4543,137,0.153,228,T1
165,27-Feb-16,Mirpur,India,Pakistan,57,6593,1098.5,8339,741,278,8408,332,1.375,312,81,9444,1545.5,10949,944,342,11219,483,1.131,556,T1
166,28-Feb-16,Mirpur,Sri Lanka,Bangladesh,67,7658,1257.4,9071,877,228,9401,381,1.233,423,31,3533,582.4,3850,363,108,4705,143,0.148,235,T2
167,1-Mar-16,Mirpur,India,Sri Lanka,58,6688,1116.2,8410,751,278,8487,340,1.416,317,68,7778,1277.4,9192,884,232,9547,386,1.193,431,T1
168,2-Mar-16,Mirpur,Pakistan,Bangladesh,82,9549,1561.2,11017,952,342,11300,488,1.102,566,32,3654,602.4,3993,378,112,4829,151,0.185,242,T2
169,4-Mar-16,Mirpur,Sri Lanka,Pakistan,69,7899,1297,9320,898,234,9689,391,1.156,440,83,9669,1580.3,11146,964,346,11427,493,1.075,573,T2
170,4-Mar-16,Durban,South Africa,Australia,78,8679,1448.2,10737,933,367,10830,476,1.437,430,76,8333,1448.1,11003,890,455,11021,457,1.054,463,T1
171,6-Mar-16,Johannesburg,South Africa,Australia,79,8796,1468.2,10888,945,372,10984,485,1.468,437,77,8453,1467.3,11155,901,463,11178,462,1.026,472,T2
172,6-Mar-16,Mirpur,India,Bangladesh,59,6804,1136.2,8551,766,282,8620,347,1.458,322,33,3771,622.4,4116,388,115,4958,158,0.222,247,T1
173,9-Mar-16,Cape Town,South Africa,Australia,80,8917,1488.2,11087,962,383,11185,490,1.424,444,78,8575,1487.3,11346,918,472,11381,469,1.052,477,T2
174,15-Mar-16,Nagpur,India,New Zealand,60,6887,1151.2,8673,781,285,8740,351,1.5,324,71,8054,1344.1,9772,838,357,10496,412,0.82,483,T2
175,16-Mar-16,Eden Gardens,Pakistan,Bangladesh,84,9785,1600.3,11290,982,349,11571,497,1.1,577,34,3861,636.3,4233,400,117,5080,160,0.214,252,T1
176,16-Mar-16,Wankhede,England,West Indies,73,8444,1356.5,10801,994,352,10733,415,1.027,463,60,6780,1122.1,8372,720,360,8830,329,0.935,378,T2
177,18-Mar-16,Dharamsala,Australia,New Zealand,79,8691,1507.3,11521,932,479,11556,473,1.078,481,72,8174,1362.2,9885,847,360,10575,422,0.846,490,T2
178,18-Mar-16,Wankhede,South Africa,England,81,9037,1507.4,11260,977,390,11364,493,1.382,448,74,8564,1375,10971,1006,361,10912,419,1,469,T2
179,19-Mar-16,Eden Gardens,India,Pakistan,61,6997,1171.2,8748,785,286,8859,356,1.44,334,85,9906,1620.3,11488,1004,357,11713,503,1.125,582,T1
180,20-Mar-16,Bengaluru,Sri Lanka,West Indies,71,8132,1336.2,9613,930,242,9987,402,1.151,448,61,6891,1142.1,8539,736,371,9010,334,0.967,382,T2
181,21-Mar-16,Bengaluru,Australia,Bangladesh,80,8811,1527.3,11651,942,483,11694,479,1.051,490,35,3981,656.3,4371,415,121,5280,165,0.206,258,T1
182,22-Mar-16,Mohali,Pakistan,New Zealand,86,10015,1636.2,11599,1015,359,11829,507,1.097,587,73,8294,1382.2,10021,858,365,10707,430,0.871,498,T2
183,23-Mar-16,Bengaluru,India,Bangladesh,62,7093,1189.2,8856,796,289,8972,361,1.48,338,36,4101,675,4517,431,125,5435,171,0.2,263,T1
184,25-Mar-16,Mohali,Australia,Pakistan,81,8922,1547.3,11802,956,489,11843,484,1.076,497,87,10135,1656.2,11748,1029,361,12005,512,1.071,592,T1
185,25-Mar-16,Nagpur,South Africa,West Indies,83,9277,1547.2,11688,1019,413,11759,510,1.371,457,62,7001,1162.1,8661,746,377,9125,341,1,385,T2
186,26-Mar-16,Eden Gardens,New Zealand,Bangladesh,74,8414,1402.2,10194,875,370,10860,435,0.897,503,37,4221,695,4657,443,130,5579,178,0.193,272,T1
187,26-Mar-16,Delhi,Sri Lanka,England,72,8253,1354.4,9722,939,245,10114,405,1.117,457,76,8802,1415,11303,1039,374,11264,430,1.054,484,T2
188,27-Mar-16,Mohali,India,Australia,63,7213,1209.2,8999,806,295,9113,369,1.52,345,82,9042,1567.3,11982,976,494,12013,492,1.102,501,T1
189,28-Mar-16,Delhi,South Africa,Sri Lanka,84,9397,1567,11804,1027,415,11880,516,1.333,465,73,8373,1374.4,9874,947,255,10279,408,1.085,465,T1
190,30-Mar-16,Delhi,England,New Zealand,77,8923,1435,11464,1055,380,11423,437,1.081,488,75,8534,1418,10333,886,375,10925,444,0.923,511,T1
191,31-Mar-16,Wankhede,India,West Indies,64,7328,1229.2,9155,822,299,9271,375,1.56,349,64,7241,1202.1,8886,761,385,9364,354,1,400,T2
192,3-Apr-16,Eden Gardens,England,West Indies,78,9026,1455,11621,1072,386,11571,444,1.108,491,65,7361,1222.1,9076,781,396,9555,356,1.031,403,T2
193,5-Jul-16,Southampton,England,Sri Lanka,79,9146,1474.4,11771,1084,391,11729,450,1.078,500,74,8492,1392.2,9984,957,258,10399,409,1.055,475,T1
194,27-Aug-16,Lauderhill,India,West Indies,65,7450,1249,9342,839,303,9463,378,1.5,351,66,7479,1242.1,9228,793,403,9706,365,1.062,409,T2
195,6-Sep-16,Pallekele,Australia,Sri Lanka,83,9163,1586.4,12128,990,498,12171,496,1.075,507,75,8612,1409.5,10111,965,261,10542,411,1.027,485,T1
196,7-Sep-16,Manchester,England,Pakistan,80,9251,1494.4,11907,1090,397,11859,458,1.105,502,88,10255,1676.2,11917,1045,367,12190,516,1.046,600,T2
197,9-Sep-16,Colombo (RPS),Australia,Sri Lanka,84,9284,1606.4,12382,1015,512,12333,505,1.1,510,76,8732,1429.5,10270,981,267,10799,414,1,494,T1
198,23-Sep-16,Dubai (DSC),West Indies,Pakistan,67,7601,1262.1,9467,806,424,9948,369,1.093,415,89,10344,1696.2,12050,1062,372,12317,523,1.069,601,T2
199,24-Sep-16,Dubai (DSC),Pakistan,West Indies,90,10431,1716.1,12161,1075,376,12430,532,1.093,602,68,7722,1276.3,9573,815,427,10063,370,1.06,425,T1
200,27-Sep-16,Abu Dhabi,Pakistan,West Indies,91,10551,1736.1,12306,1088,378,12574,541,1.116,606,69,7844,1296.3,9704,828,430,10213,373,1.029,434,T1
201,3-Jan-17,Napier,New Zealand,Bangladesh,76,8654,1435.1,10475,902,378,11083,447,0.9,519,38,4315,715,4721,447,131,5719,186,0.187,282,T1
202,6-Jan-17,Mount Maunganui,New Zealand,Bangladesh,77,8763,1455.1,10615,912,383,11224,455,0.925,523,39,4435,733,4844,453,137,5861,189,0.181,290,T1
203,8-Jan-17,Mount Maunganui,New Zealand,Bangladesh,78,8884,1473.2,10802,927,391,11367,464,0.95,530,40,4544,753,4977,461,143,6052,195,0.176,300,T1
204,20-Jan-17,Centurion,South Africa,Sri Lanka,85,9503,1586.3,11920,1037,418,11994,524,1.361,467,77,8853,1447.4,10391,992,267,10928,419,0.974,503,T1
205,22-Jan-17,Johannesburg,South Africa,Sri Lanka,86,9564,1596.3,12039,1048,425,12099,530,1.388,472,78,8913,1457.4,10496,1001,274,11053,423,0.95,509,T2
206,25-Jan-17,Cape Town,South Africa,Sri Lanka,87,9681,1616.1,12147,1057,427,12213,537,1.351,482,79,9031,1477.1,10608,1008,277,11164,433,0.975,516,T2
207,26-Jan-17,Kanpur,India,England,66,7570,1269,9580,861,314,9708,383,1.444,355,81,9371,1509.3,12030,1100,398,11998,459,1.076,509,T2
208,29-Jan-17,Nagpur,India,England,67,7691,1287.1,9716,874,315,9853,386,1.392,362,82,9481,1529.3,12170,1108,405,12142,465,1.102,512,T1
209,1-Feb-17,Bengaluru,India,England,68,7811,1307.1,9856,882,319,9989,392,1.428,370,83,9602,1549.3,12301,1114,410,12285,471,1.075,518,T1
210,17-Feb-17,Auckland,South Africa,New Zealand,88,9801,1636,12312,1067,433,12378,541,1.315,487,79,9004,1493.2,10980,939,402,11533,470,0.975,534,T1
211,17-Feb-17,Melbourne,Australia,Sri Lanka,85,9391,1626.4,12507,1025,517,12460,514,1.125,516,80,9150,1497.1,10770,1027,281,11331,437,1,521,T2
212,19-Feb-17,Geelong,Australia,Sri Lanka,86,9512,1646.4,12668,1034,521,12628,519,1.097,522,81,9270,1517.1,10929,1047,282,11497,442,1.025,526,T2
213,22-Feb-17,Adelaide,Australia,Sri Lanka,87,9632,1666.4,12833,1044,527,12802,527,1.071,532,82,9390,1537.1,11098,1065,288,11665,452,1.05,534,T1
214,26-Mar-17,Bridgetown,Pakistan,West Indies,92,10642,1756.1,12408,1098,379,12674,545,1.139,608,70,7964,1311.4,9803,834,431,10317,375,1,439,T1
215,30-Mar-17,Port of Spain,Pakistan,West Indies,93,10746,1776.1,12519,1109,381,12782,552,1.162,612,71,8085,1328.5,9907,842,435,10432,379,0.972,447,T1
216,1-Apr-17,Port of Spain,Pakistan,West Indies,94,10866,1796.1,12650,1122,384,12911,558,1.186,622,72,8205,1348.5,10029,854,438,10564,388,0.945,455,T2
217,2-Apr-17,Port of Spain,Pakistan,West Indies,95,10986,1811,12777,1130,388,13046,561,1.159,630,73,8295,1368.5,10160,865,447,10693,394,0.972,458,T1
218,4-Apr-17,Colombo (RPS),Sri Lanka,Bangladesh,83,9498,1557.1,11235,1077,293,11850,457,1.024,544,41,4664,773,5140,482,144,6232,199,0.171,306,T1
219,6-Apr-17,Colombo (RPS),Sri Lanka,Bangladesh,84,9611,1577.1,11387,1094,296,11999,462,1.048,548,42,4785,791.5,5278,495,145,6386,202,0.166,312,T2
220,21-Jun-17,Southampton,South Africa,England,89,9921,1650.5,12486,1083,442,12484,551,1.342,493,84,9701,1569.3,12423,1125,416,12479,475,1.048,528,T2
221,23-Jun-17,Taunton,South Africa,England,90,10041,1665.2,12627,1091,447,12621,552,1.307,496,85,9788,1589.3,12558,1137,422,12621,478,1.073,529,T1
222,25-Jun-17,Cardiff,South Africa,England,91,10161,1685.2,12796,1104,456,12783,556,1.333,504,86,9909,1609.3,12714,1158,424,12795,486,1.047,535,T2
223,9-Jul-17,Kingston,India,West Indies,69,7931,1323.4,10042,893,331,10114,402,1.464,376,77,8720,1441.2,10637,898,473,11150,420,1.026,476,T2
224,6-Sep-17,Colombo (RPS),India,Sri Lanka,70,8051,1342.1,10220,913,337,10301,403,1.413,382,85,9719,1597.1,11514,1108,297,12173,469,1.023,558,T1
225,16-Sep-17,Chester-le-Street,England,West Indies,87,10029,1629.3,12881,1174,431,12948,493,1.071,543,78,8831,1461.2,10816,910,487,11334,425,1.052,477,T2
226,7-Oct-17,Ranchi,India,Australia,71,8168,1362.1,10387,928,339,10467,410,1.448,385,88,9753,1684.4,13012,1058,535,12946,535,1.095,538,T1
227,10-Oct-17,Guwahati,India,Australia,72,8201,1380.5,10435,935,340,10584,417,1.482,386,89,9865,1690.1,13127,1069,537,12994,536,1.069,546,T2
228,26-Oct-17,Abu Dhabi,Pakistan,Sri Lanka,96,11100,1831,12900,1141,391,13168,568,1.181,633,86,9839,1616.3,11677,1122,305,12346,472,1,565,T1
229,26-Oct-17,Bloemfontein,South Africa,Bangladesh,92,10282,1705.2,12946,1115,463,12953,564,1.3,511,43,4905,809.5,5447,510,151,6515,212,0.194,321,T1
230,27-Oct-17,Abu Dhabi,Pakistan,Sri Lanka,97,11204,1849.3,12996,1149,391,13267,578,1.204,636,87,9950,1633.5,11775,1129,307,12448,475,0.977,575,T1
231,29-Oct-17,Potchefstroom,South Africa,Bangladesh,93,10403,1725.2,13131,1131,467,13127,573,1.325,515,44,5025,829.5,5608,524,158,6705,216,0.189,330,T1
232,29-Oct-17,Lahore,Pakistan,Sri Lanka,98,11323,1869.3,13111,1154,392,13390,584,1.227,644,88,10070,1653.4,11895,1140,308,12568,481,0.955,584,T1
233,1-Nov-17,Delhi,India,New Zealand,73,8322,1396.2,10543,944,342,10706,419,1.433,396,80,9093,1513.2,11084,946,409,11710,475,0.951,544,T1
234,4-Nov-17,Rajkot,India,New Zealand,74,8444,1416.2,10736,960,352,10852,426,1.466,399,81,9214,1533.2,11224,959,413,11906,478,0.928,552,T2
235,7-Nov-17,Thiruvananthapuram,India,New Zealand,75,8564,1436.2,10888,976,356,11046,428,1.419,406,82,9334,1553.2,11408,973,423,12059,485,0.952,554,T1
236,20-Dec-17,Cuttack,India,Sri Lanka,76,8612,1444.2,10952,980,359,11102,432,1.451,411,89,10190,1673.4,12036,1151,313,12746,484,0.934,593,T1
237,22-Dec-17,Indore,India,Sri Lanka,77,8733,1460.2,11125,998,363,11189,442,1.483,414,90,10286,1693.4,12121,1155,315,12924,487,0.914,603,T1
238,24-Dec-17,Wankhede,India,Sri Lanka,78,8853,1477.4,11376,1019,384,11359,451,1.516,419,91,10390,1713.4,12284,1166,325,13181,492,0.895,612,T1
239,29-Dec-17,Nelson,West Indies,New Zealand,79,8951,1480.5,10984,922,498,11484,435,1.078,486,83,9382,1561.2,11461,976,426,12124,490,0.93,560,T2
240,3-Jan-18,Mount Maunganui,West Indies,New Zealand,80,9065,1500.5,11120,934,503,11669,442,1.051,496,84,9506,1580.2,11642,993,432,12261,500,0.953,567,T2
241,22-Jan-18,Wellington,Pakistan,New Zealand,99,11445,1889.3,13285,1167,397,13533,593,1.25,647,85,9627,1596.5,11873,1005,449,12385,508,0.976,572,T2
242,25-Jan-18,Auckland,Pakistan,New Zealand,100,11563,1905.2,13387,1171,401,13638,596,1.222,657,86,9722,1616.3,11975,1014,452,12490,518,1,575,T1
243,28-Jan-18,Mount Maunganui,Pakistan,New Zealand,101,11683,1923.5,13578,1190,409,13779,605,1.244,661,87,9834,1636.3,12111,1024,458,12690,522,0.977,585,T1
244,3-Feb-18,Sydney,Australia,New Zealand,90,9958,1710.1,13247,1079,542,13107,545,1.093,548,88,9955,1656.3,12270,1034,467,12869,528,0.955,591,T1
245,7-Feb-18,Hobart,Australia,England,91,10027,1730.1,13341,1092,544,13218,554,1.116,551,88,10146,1649.3,13027,1189,433,13123,501,1.046,553,T1
246,10-Feb-18,Melbourne,Australia,England,92,10138,1750.1,13495,1106,550,13371,563,1.139,556,89,10266,1668,13176,1202,438,13280,506,1.022,562,T1
247,13-Feb-18,Wellington,England,New Zealand,90,10386,1682.3,13304,1215,439,13416,509,1,569,89,10075,1668,12375,1037,471,12965,531,0.934,600,T2
248,15-Feb-18,Mirpur,Sri Lanka,Bangladesh,92,10510,1733,12411,1179,327,13315,496,0.877,619,45,5138,849.5,5741,536,162,6928,220,0.184,340,T1
249,16-Feb-18,Auckland,Australia,New Zealand,93,10225,1770.1,13623,1118,557,13506,569,1.162,559,90,10195,1688,12558,1049,482,13145,538,0.956,605,T1
250,18-Feb-18,Hamilton,England,New Zealand,91,10506,1702.3,13482,1233,447,13606,514,0.978,578,91,10316,1706.5,12789,1063,500,13390,542,0.936,611,T1
251,18-Feb-18,Sylhet,Sri Lanka,Bangladesh,93,10610,1753,12590,1202,335,13504,501,0.897,623,46,5259,866.3,5913,552,167,7119,224,0.179,345,T1
252,18-Feb-18,Johannesburg,India,South Africa,79,8969,1497.4,11507,1030,387,11492,458,1.548,424,94,10523,1743.5,13352,1151,478,13266,581,1.35,519,T1
253,21-Feb-18,Auckland,Australia,New Zealand,94,10340,1790.1,13848,1137,571,13746,575,1.186,564,92,10438,1726.5,12968,1073,513,13584,549,0.916,615,T1
254,21-Feb-18,Centurion,India,South Africa,80,9089,1517.4,11699,1050,394,11665,466,1.58,429,95,10644,1763.5,13519,1168,483,13467,586,1.317,528,T2
255,24-Feb-18,Cape Town,India,South Africa,81,9209,1536.2,11886,1068,402,11852,470,1.531,433,96,10756,1783.5,13701,1180,494,13655,590,1.341,532,T1
256,6-Mar-18,Colombo (RPS),India,Sri Lanka,82,9330,1556.2,12050,1082,405,12015,476,1.562,440,94,10731,1771.4,12790,1223,343,13639,510,0.918,627,T2
257,8-Mar-18,Colombo (RPS),India,Bangladesh,83,9450,1574.5,12214,1094,413,12186,481,1.515,445,47,5371,886.3,6038,562,172,7327,228,0.175,355,T1
258,10-Mar-18,Colombo (RPS),Sri Lanka,Bangladesh,95,10843,1791.4,12954,1236,351,13809,515,0.938,632,48,5493,905.1,6162,574,175,7465,232,0.17,363,T2
259,12-Mar-18,Colombo (RPS),India,Sri Lanka,84,9562,1594.5,12350,1107,416,12323,488,1.545,449,96,10964,1811.2,13151,1253,361,14021,519,0.92,638,T1
260,14-Mar-18,Colombo (RPS),India,Bangladesh,85,9667,1613.5,12495,1120,420,12474,497,1.575,453,49,5612,925.1,6368,590,187,7675,238,0.195,368,T1
261,16-Mar-18,Colombo (RPS),Sri Lanka,Bangladesh,97,11079,1828.5,13293,1259,369,14173,523,0.901,647,50,5733,945.1,6520,608,190,7850,240,0.19,374,T2
262,18-Mar-18,Colombo (RPS),India,Bangladesh,86,9787,1633.5,12668,1135,428,12632,503,1.606,456,51,5852,965.1,6671,620,194,8005,246,0.214,382,T1
263,1-Apr-18,Karachi,Pakistan,West Indies,102,11804,1943.5,13754,1207,414,13942,611,1.266,667,81,9166,1520.5,11238,944,510,11908,446,1.025,505,T1
264,2-Apr-18,Karachi,Pakistan,West Indies,103,11925,1957.3,13943,1227,420,14002,620,1.288,672,82,9248,1540.5,11295,949,513,12105,449,1,514,T1
265,3-Apr-18,Karachi,Pakistan,West Indies,104,12045,1976.5,14140,1252,424,14122,629,1.311,675,83,9364,1560.5,11414,962,517,12308,452,0.976,524,T1
